"","ID","DATE","TIME","LAT","LON","VMAX","PER","ADAY","SPDX","PSLV","VPER","PC20","GSTD","POT","SHDC","T200","T250P","EPOS","RHMD","TWAT","Z850","D200","LSHDC","VSHDC","POT2","RHCN","SDIR","SHGC","POT_AVG","SHDC_AVG","T200_AVG","T250P_AVG","EPOS_AVG","RHMD_AVG","TWAT_AVG","Z850_AVG","D200_AVG","LSHDC_AVG","VSHDC_AVG","POT2_AVG","RHCN_AVG","SDIR_AVG","SHGC_AVG","RHLORI","SBTRI","PCRI30","RHCRI","RII30","RII35","RII40"
"AL051982.5","AL051982","820910",0,26.8,93.1,30,5,1,-3.49846,662,150,42,591,105.54832,12.3,-52.9,0,13,42.5,0.8,17.5,13.5,5.55443,369,11140.44922,0,2.20646,-3.11329,104.65971,11.22,-53.12,0,13.32,40,0,6.2,2.8,5.17409,336.59998,10953.65527,0,4.64226,-2.4396,57.2,NA,NA,50.4,NA,NA,NA
"AL051982.6","AL051982","820910",6,26.9,94,30,0,1,-4.72758,672,0,42,585,104.74379,10.1,-53.35,0,10.9,39,-0.7,-1,-0.5,4.59718,303,10971.26172,0,1.82536,-3.82562,104.60179,12.16,-53.04,0,12.9,39.6,-0.8,-1,0.8,5.7201,364.80002,10941.53516,0,5.26118,-1.22459,56,NA,NA,47,NA,NA,NA
"AL051982.7","AL051982","820910",12,27.3,94.2,35,5,1,-4.45501,659,175,49,658.00006,99.22409,8.95,-53.45,0,12.85,38.5,-0.1,1.5,-3,4.14661,313.25003,9845.41992,0,4.87927,-3.66989,99.49922,13.04,-53.14,0,12.62,40.2,-0.1,-10.6,0.2,6.25808,456.39996,9900.09473,0,5.47345,-0.77663,56.4,NA,NA,43.6,NA,NA,NA
"AL051982.8","AL051982","820910",18,27.9,94.1,45,15,1,-0.43575,626,675,63,783,89.01788,11.3,-53,0,15.1,39,0,6.5,0,5.33985,508.5,7924.18359,0,8.72715,-0.64846,87.21712,12.98,-52.88,0,13.74,41.4,0,-10,4.4,6.3224,584.10004,7606.82568,0,7.41932,0.19776,56.8,NA,NA,38.2,NA,NA,NA
"AL051982.9","AL051982","820911",0,28.4,94.1,50,15,0.99889,0.52297,661,750,64,855,84.61974,14.5,-52.7,0,13.7,40,1.5,-11.5,-1,6.96488,725,7160.49951,0,7.79,1.16272,76.73683,12.46,-52.78,0,13.62,43.4,0.1,-20,8.8,6.19122,622.99994,5888.5415,0,12.73344,1.04161,58.4,NA,NA,28.2,NA,NA,NA
"AL051982.10","AL051982","820911",6,29,94,50,5,0.99889,0.52297,607,250,62,860.00006,85.14706,14,-52.95,0,11.25,43,-1.4,-24.5,7,6.86691,700,7250.02246,0,3.7231,-0.16412,69.32916,13.64,-52.74,0,12.68,45.8,-1.4,-28,16.4,7.01678,682,4806.53271,0,16.11345,1.11157,59.8,NA,NA,19.6,NA,NA,NA
"AL051982.11","AL051982","820911",12,29.8,93.8,55,5,0.99889,1.3357,639,275,68,918.50006,73.78207,10.85,-52.95,0,13,43.5,0,-23.5,8.5,5.45688,596.75,5443.79443,0,6.65938,-0.931,55.23853,14.36,-52.74,0,11.64,48.2,0,-35,18.6,7.63034,789.80005,3051.29468,0,19.30389,0.69192,62.6,NA,NA,12.4,NA,NA,NA
"AL051982.12","AL051982","820911",18,30.8,93.4,40,0,0.99889,2.48078,660,0,57,692.00006,74.8181,9.6,-52.55,0,15.35,46.5,-1.8,-22,18.5,5.00651,384,5597.74805,0,26.27841,1.21035,60.4067,14.38,-52.62,0,12.62,49.6,-1.8,-37,23.4,7.84847,575.20001,3648.96948,0,30.33201,0.21936,63.8,NA,NA,5.2,NA,NA,NA
"AL051982.13","AL051982","820912",0,31.8,93.2,30,0,0.99557,2.41927,693,0,43,552,71.798,16.05,-52.65,0,12.45,50,0,-38.5,30,8.60504,481.49997,5154.95361,0,30.80917,2.91132,64.81946,16.2,-52.65,0,11.775,51.25,0,-42.75,27.25,8.90135,485.99997,4201.56201,0,33.36061,0.86368,65,NA,NA,0,NA,NA,NA
"AL051982.14","AL051982","820912",6,32.8,92.8,30,0,0.99557,2.41927,650,0,36,555,63.37398,19.25,-52.6,0,8.75,52,0,-49,23.5,10.56266,577.5,4016.26099,0,24.21612,0.28849,60.7991,17.56667,-52.66667,0,10.8,51.66667,0,-47,26.66667,9.74311,527,3696.53003,0,33.03441,-0.4413,65.66666,NA,NA,0,NA,NA,NA
"AL051982.15","AL051982","820912",12,33.8,92.4,30,0,0.99557,3.5813,653,0,34,534.00006,57.84091,16.35,-52.65,0,11.1,52.5,0,-47,24.5,9.19767,490.5,3345.57104,0,35.91206,-1.18395,57.84091,16.35,-52.65,0,11.1,52.5,0,-47,24.5,9.19767,490.5,3345.57104,0,35.91206,-1.18395,67.5,NA,NA,0,NA,NA,NA
"AL051982.16","AL051982","820912",18,34.8,91.8,25,0,0.99557,4.29809,754,0,30,447.5,60.64934,14.2,-52.8,0,14.9,51,0,-43,33,8.10401,355,3678.34229,0,50.67099,-1.90088,60.64934,14.2,-52.8,0,14.9,51,0,-43,33,8.10401,355,3678.34229,0,50.67099,-1.90088,66,NA,NA,0,NA,NA,NA
"AL061982.1","AL061982","820913",12,19.8,69.5,30,0,0.99005,-6.53558,646,0,49,582,111.88531,17.4,-52.55,0,13.85,55,-0.4,-8,48,5.99871,522,12518.32324,7,-14.78312,1.27641,109.01797,17.54,-52.42,0,13.32,53.2,-0.2,-0.4,38,6.44996,526.19995,11884.91895,4.8,-16.70199,0.39546,60,NA,NA,64.8,NA,NA,NA
"AL061982.2","AL061982","820913",18,20.8,70.2,30,0,0.99005,-6.53558,688,0,55,555,109.39377,13.05,-52.3,0,14.1,54,-0.2,0.5,36.5,4.70984,391.5,11966.99609,8.5,-20.26828,2.83737,107.46017,16.42,-52.18,0,13.56,53.2,1.3,3.8,37.2,6.32427,492.60001,11547.68945,3,-15.34652,0.94724,60,NA,NA,63,NA,NA,NA
"AL061982.3","AL061982","820914",0,21.5,71,30,0,0.98238,-7.07059,665,0,52,552,107.59882,18.4,-52.05,0,13.2,51.5,-0.6,6.5,30,6.9147,552,11577.50488,5,-22.87885,-0.77506,106.82678,17.4,-52.18,0,13.78,52.2,2.1,9.2,33.6,6.94477,522,11411.96094,0,-13.95698,-0.01341,59.6,NA,NA,59.6,NA,NA,NA
"AL061982.4","AL061982","820914",6,22.4,71.8,30,0,0.98238,-7.50191,733,0,46,579.00006,106.58588,19.8,-52.35,0,12.35,52,1,2.5,36,7.68739,594,11360.54883,0,-12.49832,-0.96253,106.50465,18.3,-52.06001,0,13.74,51.6,2.1,8.4,34.8,7.56944,549,11343.24121,0,-7.8816,-0.85949,59.4,NA,NA,53.6,NA,NA,NA
"AL061982.5","AL061982","820914",12,23.5,71.9,35,5,0.98238,-4.29797,713,175,56,644,100.73161,16.25,-52.25,0,13.7,53.5,1.1,7,37.5,6.62333,568.75,10146.85742,0,-9.69271,0.98175,100.93709,18.06,-52.08,0,13.82,51.4,1.7,14.8,36.2,7.85849,632.10004,10188.2959,0,-2.83245,-1.65407,59.4,NA,NA,48,NA,NA,NA
"AL061982.6","AL061982","820914",18,24.6,71.8,55,25,0.98238,7e-05,678,1375,81,841.5,81.40732,17.05,-51.95,0,15,52.5,0.6,16,37,7.23735,937.74994,6627.15137,0,-7.95687,0.30305,80.0612,17.48,-51.86,0,13.66,51.2,1.4,22.4,36.4,7.85442,961.39996,6409.79639,0,1.66524,-1.82021,59,NA,NA,42,NA,NA,NA
"AL061982.7","AL061982","820915",0,25.6,71,65,30,0.9726,3.9421,633,1950,87,942.5,71.25676,17.7,-52,0,14.55,50,-0.6,12,30.5,7.80117,1150.5,5077.52588,0,-1.60598,-1.63049,66.93222,17.5,-52.02,0,12.9,50,0.7,32,31.2,8.1654,1137.5,4479.92236,0,8.05519,-2.31943,58.2,NA,NA,33.2,NA,NA,NA
"AL061982.8","AL061982","820915",6,26.7,70.3,65,10,0.9726,6.53571,667,650,83,942.5,69.62636,20.05,-51.8,0,13.3,49.5,0.6,20.5,36.5,9.19901,1303.25012,4847.82959,0,4.96874,-4.97671,62.53027,16.66,-52.14,0,11.88,50.2,2.4,37,28.8,8.06861,1082.90002,3910.03516,0,12.77683,-3.25143,57.8,NA,NA,24.2,NA,NA,NA
"AL061982.9","AL061982","820915",12,27.8,69.6,75,10,0.9726,6.50004,706,750,87,1042.5,57.29041,17.75,-51.85,0,12.15,51,0.8,37.5,40,8.39983,1331.25,3282.19043,0,11.36878,-3.41434,47.33978,15.12,-52.48,0,11.06,51,2.5,45.8,29.6,7.58689,1134,2241.05493,0,16.2917,-2.90968,58.2,NA,NA,18.8,NA,NA,NA
"AL061982.10","AL061982","820915",18,29,68.5,90,25,0.9726,8.03011,662,2250,100,981.00006,36.46768,14.9,-52.1,0,11.4,50,-0.1,50,25,7.4122,1341,1329.89185,0,17.52639,-0.68061,26.46226,11.9,-52.8,0,10.34,51.4,2.2,52.4,32.6,6.22071,1071,700.25104,0,22.35706,-2.5642,58.6,NA,NA,14,NA,NA,NA
"AL061982.11","AL061982","820916",0,30.5,67.5,95,20,0.96079,8.94714,651,1900,99,1007.00006,24.01505,14.95,-52.65,0,10.55,50,1.1,52.5,18,7.74625,1420.25012,576.72241,0,19.82211,-3.22778,15.83791,12.14,-53.14,0,9.5,50.6,1.2,52.6,31.8,6.64654,1153.30005,250.83951,0,28.64773,-3.60108,58.4,NA,NA,11.4,NA,NA,NA
"AL061982.12","AL061982","820916",6,32.1,66.7,95,5,0.96079,7.7179,709,475,97,997.5,17.27563,11.7,-53.15,0,9.95,52.5,0.7,46.5,26.5,6.32833,1111.50012,298.44757,0,18.98529,-3.0589,11.18745,11.1,-53.18,0,8.82,50,0.6,52.2,36.4,6.33113,1054.5,125.15913,0,36.67952,-4.30006,58.6,NA,NA,11.2,NA,NA,NA
"AL061982.13","AL061982","820916",12,33.6,65.8,95,0,0.96079,7.18458,699,0,97,997.5,11.95633,8.6,-53.45,0,9.45,52.5,0.5,59,46,4.83583,817.00006,142.95381,0,27.98153,-3.31174,8.95827,12.34,-53.2,0,8.28,47.6,-0.7,50.6,44.8,7.26608,1172.30005,80.25069,0,42.66472,-4.08667,58,NA,NA,13.2,NA,NA,NA
"AL061982.14","AL061982","820916",18,35.1,65.6,95,0,0.96079,4.67802,671,0,98,988.00006,8.53575,9.9,-53.5,0,8.25,50,-1.1,54.5,45.5,5.81584,940.50006,72.85905,0,43.19665,-5.03659,7.41952,13.88,-53.08,0,7.9,44,-1.5,50.6,44.8,8.32559,1318.59998,55.04924,0,51.14648,-4.08234,56,NA,NA,12.8,NA,NA,NA
"AL061982.15","AL061982","820917",0,36.4,65.6,95,0,0.94701,0.73279,708,0,90,1064,5.78067,12.85,-53.05,0,7.6,46.5,0.5,49.5,34.5,7.65979,1220.75,33.41615,0,53.33256,-4.97542,5.78716,17.98,-52.84,0,7.4,40.6,-0.2,47.6,37.6,10.96067,1708.09998,33.49117,0,56.59856,-3.14479,54,NA,NA,11.2,NA,NA,NA
"AL061982.16","AL061982","820917",6,36.8,65.6,95,0,0.94701,5e-05,808,0,86,1064,6.81596,15.5,-52.8,0,7.5,42.5,-0.6,47.5,50.5,9.32386,1472.5,46.45736,0,55.21185,-4.53641,3.41014,21.56,-52.62,0,6.7,38,-2,49.2,35.8,13.40249,2048.2002,11.62906,0,60.4112,-2.42948,53,NA,NA,8.4,NA,NA,NA
"AL061982.17","AL061982","820917",12,37.1,65,95,0,0.94701,2.23678,799,0,79,1159,7.85579,18.7,-52.9,0,7.65,37.5,-0.3,42.5,47.5,11.34469,1776.50012,61.71342,0,55.15269,-2.66449,0.40395,24.58,-52.72,0,5.6,36.8,-0.4,49.6,33.8,15.5661,2335.1001,0.16318,0,61.96555,-1.44072,54,NA,NA,5.2,NA,NA,NA
"AL061982.18","AL061982","820917",18,37.6,63.5,100,5,0.94701,8.08915,673,500,83,1080,-0.9715,22.75,-52.55,0,7.25,35,0.2,51.5,28,14.10197,2275,0.94381,0,62.81615,-1.00432,-10.3727,26.28,-52.94,-0.14,4.28,36.8,-0.3,52.8,27.6,17.05541,2628.00024,107.59298,0,64.87646,-0.70188,56,NA,NA,1.8,NA,NA,NA
"AL061982.19","AL061982","820918",0,38.8,62.3,115,20,0.93136,10.88007,622,2300,84,1012,-21.48772,29.15,-52.35,0,5.25,35,-1.3,51,23,18.5403,3352.25,461.72195,0,66.01117,-0.80903,-31.45126,28.36,-53.18,-0.16,2.68,39.4,0,51,29.6,18.90829,3261.40015,989.18195,0,66.15446,-1.1842,59.6,NA,NA,0,NA,NA,NA
"AL061982.20","AL061982","820918",6,40.1,60.7,110,10,0.93136,11.15305,686,1100,79,1001.00006,-22.67731,29.3,-52.75,0,3.1,37,1,54.5,25,19.14286,3223.00024,514.26025,0,66.75,-0.61585,-31.88979,28.94,-53.42,-0.28,1.38,43.4,1.1,44.8,34.6,19.89777,3183.3999,1016.95844,0,65.1,-1.22297,64.2,NA,NA,0,NA,NA,NA
"AL061982.21","AL061982","820918",12,41.6,58.5,110,-5,0.93136,14.38684,613,-550,79,913,-30.14114,27.25,-53.6,-0.35,1.45,39.5,-0.2,56.5,30,18.42397,2997.5,908.4881,0,66.375,-0.26282,-36.22874,29.88,-53.72,-0.58,0.58,48.6,1,39,38.4,21.25767,3286.7998,1312.52136,0,64.2,-2.02608,69,NA,NA,0,NA,NA,NA
"AL061982.22","AL061982","820918",18,43.5,56.1,100,-10,0.93136,16.97061,614,-1000,75,790,-26.78227,28.15,-54.05,-0.4,0.35,44,0.5,46,37,19.70349,2815.00024,717.2901,0,65.625,-2.02225,-29.12848,31.38,-53.76,-0.86,0.14,52.6,2.8,32.6,37.2,22.96318,3138,848.46826,0,60.3,-1.37925,70.2,NA,NA,0,NA,NA,NA
"AL061982.23","AL061982","820919",0,45.3,53.5,90,-20,0.91393,18.06118,607,-1800,67,684,-19.76421,29.5,-53.75,-0.35,0,51.5,-0.2,31.5,45.5,21.27662,2655,390.62415,0,63.375,-2.31565,-19.93658,33.6,-53.64,-1.06,0,56,2.1,26.4,37,25.15535,3023.99976,397.4671,0,57.6,0.09018,70.2,NA,NA,0,NA,NA,NA
"AL061982.24","AL061982","820919",6,47,50.5,75,-25,0.91393,19.32182,647,-1875,56,607.5,-5.9314,32.95,-53.7,-1.05,0,58,0.9,21,45,24.41375,2471.25,35.18147,0,61.125,-2.91372,-4.57988,36.58,-53.4,-1.54,0.02,56.2,1.3,19.2,28.2,27.90465,2743.50024,20.9753,0,53.7,1.83047,68,NA,NA,0,NA,NA,NA
"AL061982.25","AL061982","820919",12,48.5,47.1,70,-20,0.91393,21.8435,662,-1400,47,574,-0.77403,35.35,-53.6,-1.45,0,60,1.6,24,31.5,26.77174,2474.5,0.59913,0,54.75,-0.95536,1.28251,40.68,-53.08,-1.84,0.12,54.6,-0.1,25.4,10.8,31.4532,2847.6001,1.64483,0,49.65,3.61388,64.2,NA,NA,0,NA,NA,NA
"AL061982.26","AL061982","820919",18,50,43.5,70,-5,0.91393,23.48281,691,-350,52,616,0.58926,36.5,-53.4,-1.55,0,58,-0.2,25,26.5,28.13071,2555,0.34723,0,49.875,5.08429,1.93638,41.9,-52.875,-1.925,0.15,53,-1.7,27,3.25,32.61491,2933,3.74956,0,46.6875,5.70536,61,NA,NA,0,NA,NA,NA
"AL061982.27","AL061982","820920",0,50.8,39,70,0,0.89484,26.49284,675,0,52,672,2.08923,41.1,-53.15,-2.1,0.05,53,-1,12.5,14.5,32.01843,2877,4.3649,0,49.125,6.00948,2.65353,44.26667,-52.73334,-2.1,0.2,51,-1.5,26.33333,-3,34.60025,3098.66675,7.04124,0,46.25,6.65353,58.66667,NA,NA,0,NA,NA,NA
"AL061982.28","AL061982","820920",6,51.5,33.5,60,-10,0.89484,32.15422,633,-600,40,630,13.28349,47.3,-52.35,-2.3,0.3,48,-0.5,29,-20,37.09911,2838.00024,176.45119,0,43.5,6.32642,13.28349,47.3,-52.35,-2.3,0.3,48,-0.5,29,-20,37.09911,2838.00024,176.45119,0,43.5,6.32642,56.5,NA,NA,0,NA,NA,NA
"AL061982.29","AL061982","820920",12,51.8,26.6,50,-20,0.89484,38.7093,568,-1000,31,615,23.78214,50.6,-51.9,-2.1,0.5,47,0,54,-38,39.76389,2530,565.58997,0,40.5,7.94164,23.78214,50.6,-51.9,-2.1,0.5,47,0,54,-38,39.76389,2530,565.58997,0,40.5,7.94164,55,NA,NA,0,NA,NA,NA
"AL081982.1","AL081982","820930",12,24.8,65.4,30,0,0.64118,-12.98052,576,0,49,573,100.23578,10.25,-53.75,0,14.05,44,0.1,-13.5,34.5,4.33371,307.5,10047.21094,0,-6.17381,-1.26731,94.07751,18.66,-53.48,0,13.82,45.2,0.2,-15.2,31.4,8.26538,559.79999,8850.5791,0,-2.29934,-0.62633,54.8,NA,NA,35.8,NA,NA,NA
"AL081982.2","AL081982","820930",18,25.3,66.8,30,0,0.64118,-12.98052,596,0,48,561,95.14633,12.95,-53.55,0,14.3,45.5,0,-12,26.5,5.61494,388.50003,9052.82422,0,-3.97504,-1.08885,91.09277,20.68,-53.26,0,13.86,46.8,-0.2,-7.2,37.6,9.32417,620.40002,8297.89355,0,0.56528,0.25042,54.8,NA,NA,31.2,NA,NA,NA
"AL081982.3","AL081982","821001",0,25.9,67.4,30,0,0.61263,-9.42878,721,0,44,582,91.14186,22.85,-53.45,0,13.65,45.5,-1,-19.5,19.5,10.11513,685.5,8306.83887,0,-1.3667,-1.97144,89.28767,23.38,-53.26,0,13.66,47.4,-0.2,-1.6,35.8,10.69958,701.40002,7972.28857,0,3.5194,0.53143,54.4,NA,NA,27.8,NA,NA,NA
"AL081982.4","AL081982","821001",6,26.5,67.8,35,5,0.61263,-4.21266,752,175,40,686,83.8298,27.9,-53.1,0,13.45,46,1.1,-15.5,34.5,12.61807,976.50006,7027.43604,0,1.93165,0.04559,84.39352,23.9,-53.16,0,13.46,47.4,1.4,2.4,36.6,11.12224,836.50006,7122.26562,0,6.01034,0.35922,54.4,NA,NA,24.2,NA,NA,NA
"AL081982.5","AL081982","821001",12,27.3,67.7,40,10,0.61263,-1.33562,694,400,49,752.00006,77.57195,24.5,-53,0,13.75,49,-0.3,4.5,57.5,11.33789,980,6017.40674,0,5.24583,3.18648,81.39592,21.38,-53.08,0,13.58,47.4,-0.3,14,44.4,10.16032,855.20007,6625.2959,0,8.64891,1.18372,54.2,NA,NA,20.4,NA,NA,NA
"AL081982.6","AL081982","821001",18,27.9,67.1,50,15,0.61263,3.25393,631,750,65,855,68.26118,21.9,-53.2,0,13.65,49.5,0,20.5,45.5,10.34902,1095.00012,4659.58936,0,8.37306,1.83144,73.85159,20.22,-53.04,0,13.56,47,0.2,24.6,51.8,9.83814,1011.00006,5454.05664,0,10.2079,1.08333,54,NA,NA,19,NA,NA,NA
"AL081982.7","AL081982","821002",0,28.5,66.2,60,20,0.58404,6.68832,588,1200,72,948,60.89819,20.95,-53.3,0,13.3,47,0.6,12,24,10.08717,1257,3708.58984,0,9.64051,-0.76398,65.43658,19.925,-53.05,0,13.5,46,0.2,26,48.25,9.79749,1195.50012,4281.9458,0,11.03303,0.54463,53.5,NA,NA,18.5,NA,NA,NA
"AL081982.8","AL081982","821002",6,29.1,65.1,55,5,0.58404,9.11943,602,275,67,891.00006,71.41248,17.9,-53,0,13.45,45.5,-0.6,19.5,41,8.79038,984.50006,5099.74268,0,11.45707,-0.3914,72.57851,19.1,-52.93333,0,13.5,45.33333,-0.4,27.33333,56,9.49755,1050.5,5267.64062,0,11.43112,0.61792,53.66667,NA,NA,17.33333,NA,NA,NA
"AL081982.9","AL081982","821002",12,29.8,63,50,-10,0.58404,13.59463,600,-500,69,835.00006,79.97496,18.75,-52.8,0,13.7,45,0.2,40,72.5,9.43169,937.5,6395.99414,0,12.42555,1.85509,79.97496,18.75,-52.8,0,13.7,45,0.2,40,72.5,9.43169,937.5,6395.99414,0,12.42555,1.85509,53.5,NA,NA,17,NA,NA,NA
"AL081982.10","AL081982","821002",18,30.5,60.5,45,-10,0.58404,19.8559,544,-450,67,792,84.91058,21.8,-52.8,0,13.6,45,0,43,86,11.06417,981.00006,7209.80713,0,11.37922,2.63288,84.91058,21.8,-52.8,0,13.6,45,0,43,86,11.06417,981.00006,7209.80713,0,11.37922,2.63288,53,NA,NA,18,NA,NA,NA
"AL031983.1","AL031983","830815",12,27.3,90.5,30,0,0.47184,-4.87187,613,0,42,597,111.52255,10.3,-52.7,0,14.3,35.5,0.3,-32.5,21,4.71657,309,12437.2793,0,-2.83724,-2.25542,110.90974,10.38,-52.42,0,15.2,35,0.7,-38,5,4.73432,311.39999,12300.97168,0,-2.17492,-2.54227,53.2,NA,NA,54.8,NA,NA,NA
"AL031983.2","AL031983","830815",18,27.2,91,40,0,0.47184,-4.87187,548,0,53,820,101.64429,8.35,-52.4,0,16.5,35.5,-0.3,-30.5,17,3.8112,334,10331.56152,0,-2.36564,-2.58285,100.15909,10.22,-52.02,0,16.06,34.8,0.9,-35.8,11,4.66093,408.80002,10031.84277,0,-1.65221,-1.99479,52,20.5,44,54.2,3,1,1
"AL031983.3","AL031983","830816",0,27.1,91.5,45,15,0.49935,-4.87187,573,675,64,774.00006,96.30516,9.95,-52.2,0,16.45,34.5,0.4,-37.5,-9.5,4.52265,447.75,9274.68359,0,-1.47784,-2.21547,94.10435,10.02,-51.9,0,16.68,34.6,0.6,-38.6,1.4,4.57482,450.89996,8855.62988,0,-0.88982,-1.65319,52,NA,NA,54.2,NA,NA,NA
"AL031983.4","AL031983","830816",6,27,92,50,10,0.49935,-4.87187,524,500,64,840.00006,89.8988,12.1,-52.05,0,14.75,34.5,0.3,-45.5,-5,5.50206,605,8081.79492,0,-1.39151,-3.37337,87.72235,12.18,-51.52,0,16.3,34.6,1.8,-39.4,3.6,5.59222,609,7695.21094,0,-0.36292,-1.07876,52,NA,NA,53.8,NA,NA,NA
"AL031983.5","AL031983","830816",12,27.1,92.4,55,10,0.49935,-4,634,550,70,896.50006,83.30125,10.8,-51.75,0,16.15,34.5,0.5,-38.5,16.5,4.93564,594,6939.09912,0,-1.49558,-0.91554,81.25824,10.5,-51.52,0,16.16,35.4,1.1,-38.4,10.4,4.84176,577.5,6602.90137,0,-1.63668,0.26192,53,NA,NA,53.8,NA,NA,NA
"AL031983.6","AL031983","830816",18,27.3,92.8,60,10,0.49935,-3.682,644,600,77,918,77.00911,9.4,-51.4,0,18,34.5,-0.6,-34,12,4.3179,564,5930.40283,0,0.37551,-0.03202,74.72159,8.72,-51.28,0,16.94,35.8,1,-34.4,15.6,4.03842,523.20001,5583.31592,0,-0.96333,2.60831,52.6,NA,NA,54,NA,NA,NA
"AL031983.7","AL031983","830817",0,27.4,93.3,65,10,0.52729,-3.73431,633,650,79,949,74.55637,13.25,-51.15,0,17.1,35,1.6,-39.5,-1.5,6.13933,861.25,5558.65186,0,0.80322,-0.29341,72.39949,7.68,-51.34,0,17.34,37.4,1.3,-35.6,10.6,3.57887,499.20001,5241.68604,0,-1.20065,2.58175,54,NA,NA,53.6,NA,NA,NA
"AL031983.8","AL031983","830817",6,27.7,93.7,70,10,0.52729,-3.56401,555,700,78,1015,68.14185,11.2,-51.25,0,15.15,36.5,-0.4,-37,13,5.21294,784,4643.31104,0,-3.33654,2.52635,67.25807,8.64,-51.18,0,16.82,38.6,0.5,-32.4,16.4,4.08175,604.80005,4523.64844,0,-4.00629,4.316,54.4,NA,NA,48,NA,NA,NA
"AL031983.9","AL031983","830817",12,27.9,94.2,75,10,0.52729,-4.24021,625,750,90,990,61.25473,3.4,-51.45,0,16.35,37.5,0.4,-33,25,1.59464,255,3752.14209,0,-2.88413,5.89018,61.86276,7.28,-51.36,0,16.28,41,1.1,-32.4,16.6,3.51776,546,3827.00146,0,-8.66213,3.89512,55.6,NA,NA,41,NA,NA,NA
"AL031983.10","AL031983","830817",18,28.1,94.5,90,20,0.52729,-3.49846,567,1800,94,801.00006,45.59015,3.8,-51.3,0,19.1,39.5,-0.3,-31.5,17,1.80181,342.00003,2078.46167,0,-0.50607,4.84052,45.45892,8.18,-51.22,0,17.18,42,1.5,-29.8,13.6,4.01003,736.20001,2066.51367,0,-11.42575,3.81411,55.2,8.9,86,30,3,1,1
"AL031983.11","AL031983","830818",0,28.4,94.8,95,20,0.55556,-2.92539,593,1900,97,1016.5,42.1008,9.25,-51.15,0,17.7,41.5,0.8,-29,14,4.45,878.75,1772.47729,0,-7.17754,4.19333,36.52968,8.44,-51.12,0,17.34,43,0.8,-30.8,6.6,4.16965,801.79999,1334.41736,0,-11.99976,2.3703,55.8,NA,NA,18.8,NA,NA,NA
"AL031983.12","AL031983","830818",6,28.9,95,100,10,0.55556,-2.42401,575,1000,93,1080,38.21458,12.15,-51.2,0,14.45,44,0.2,-31.5,13.5,5.93937,1215,1460.35449,0,-17.85046,2.97741,25.26184,9.72,-50.92,0,16.1,43,1.2,-29,13,4.91931,971.99994,638.16058,0,-18.58704,2.99254,55.2,NA,NA,10.2,NA,NA,NA
"AL031983.13","AL031983","830818",12,29.7,95.5,80,0,0.55556,-2.95828,645,0,86,1048,53.64397,10.05,-51.35,0,16.05,45,0.8,-30.5,6,5.03364,804,2877.67505,0,-21.80147,1.27163,36.45067,9.8,-50.98,0,15.08,43.8,0,-27.8,9.2,5.13626,784,1328.65125,0,-22.01196,1.67859,56,NA,NA,4.6,NA,NA,NA
"AL031983.14","AL031983","830818",18,30.5,96,40,0,0.55556,-4.36322,611,0,57,688,82.922,6.35,-50.85,0,19,42.5,-1,-29,0,3.2505,254,6876.05762,0,-11.02413,2.08491,66.40824,8.88,-50.84,0,16.24,42.6,-1.2,-25.2,10.2,4.7708,355.20001,4410.05469,0,-15.36907,2.61299,55.2,NA,NA,0,NA,NA,NA
"AL031983.15","AL031983","830819",0,31.5,96.7,35,0,0.58404,-4.99993,559,0,54,581,75.09748,7.7,-50.55,0,16.4,42,1.2,-29.5,15.5,4.10115,269.5,5639.63184,0,-18.40931,2.79335,61.96715,7.76,-50.78,0,16.06,43,-0.3,-26.8,11.2,4.25115,271.60004,3839.92749,0,-5.35923,2.26491,55.2,NA,NA,0,NA,NA,NA
"AL031983.16","AL031983","830819",6,32.4,97.4,30,0,0.58404,-5.82904,536,0,45,525,69.40327,12.6,-50.8,0,12.05,43.5,-1,-21.5,20.5,6.84039,378,4816.81445,0,-32.41212,2.55728,62.16922,8.75,-50.825,0,15.275,43.25,-1.5,-24.75,15.75,4.81651,262.5,3865.01196,0,-6.0414,2.61955,55.25,NA,NA,0,NA,NA,NA
"AL031983.17","AL031983","830819",12,33.3,98,25,0,0.58404,-5.66534,476,0,32,445.00003,66.08056,10,-51,0,14.8,43,-0.4,-22,6.5,5.54196,250,4366.64014,0,-10.00962,2.07177,63.2136,7.8,-50.93333,0,15.83333,43.66667,-0.5,-25,8.33333,4.35115,195,3995.95923,0,3.55387,1.84594,55.66667,NA,NA,0,NA,NA,NA
"AL031983.18","AL031983","830819",18,34.4,98.5,25,0,0.58404,-4.64872,538,0,36,412.5,59.93518,4.95,-50.85,0,18.5,43,-0.1,-28,11,2.82088,123.74999,3592.22583,0,20.03441,2.73743,59.93518,4.95,-50.85,0,18.5,43,-0.1,-28,11,2.82088,123.74999,3592.22583,0,20.03441,2.73743,54.5,NA,NA,0,NA,NA,NA
"AL031983.19","AL031983","830820",0,35.4,99,20,0,0.61263,-3.94197,597,0,30,330,62.47968,3.4,-50.8,0,17.9,45,0,-31,12,1.96953,68,3903.71069,0,30.68085,1.39429,62.47968,3.4,-50.8,0,17.9,45,0,-31,12,1.96953,68,3903.71069,0,30.68085,1.39429,54,NA,NA,0,NA,NA,NA
