volcano_number,volcano_name,eruption_number,eruption_category,area_of_activity,vei,start_year,start_month,start_day,evidence_method_dating,end_year,end_month,end_day,latitude,longitude,country,duration
223020,Nyamuragira,20942,Confirmed Eruption,NA,0.0,2014.0,5.0,30.0,Historical Observations,2016.0,5.0,14.0,-1.408,29.2,DR Congo,715 days
284141,Ahyi,20936,Confirmed Eruption,NA,0.0,2014.0,4.0,24.0,Hydrophonic,2014.0,5.0,17.0,20.42,145.03,United States,23 days
263300,Semeru,22221,Confirmed Eruption,Jonggring Seloko,3.0,2014.0,4.0,1.0,Historical Observations,2020.0,4.0,17.0,-8.108,112.922,Indonesia,2208 days
262000,Krakatau,20932,Confirmed Eruption,Anak Krakatau,1.0,2014.0,3.0,31.0,Historical Observations,2014.0,3.0,31.0,-6.102,105.423,Indonesia,0 days
251030,Karkar,20910,Confirmed Eruption,NA,1.0,2014.0,3.0,26.0,Historical Observations,2014.0,3.0,27.0,-4.649,145.964,Papua New Guinea,1 days
263250,Merapi,20892,Confirmed Eruption,NA,3.0,2014.0,3.0,9.0,Historical Observations,2014.0,4.0,20.0,-7.54,110.446,Indonesia,42 days
263180,Slamet,20933,Confirmed Eruption,NA,2.0,2014.0,3.0,8.0,Historical Observations,2014.0,9.0,17.0,-7.242,109.208,Indonesia,193 days
263280,Kelut,20934,Confirmed Eruption,NA,4.0,2014.0,2.0,13.0,Historical Observations,2014.0,2.0,15.0,-7.93,112.308,Indonesia,2 days
344020,San Cristobal,20941,Confirmed Eruption,NA,1.0,2014.0,2.0,4.0,Historical Observations,2014.0,4.0,11.0,12.702,-87.004,Nicaragua,66 days
261140,Marapi,20931,Confirmed Eruption,NA,1.0,2014.0,2.0,3.0,Historical Observations,2014.0,2.0,26.0,-0.38,100.474,Indonesia,23 days
311360,Shishaldin,20937,Confirmed Eruption,NA,1.0,2014.0,1.0,28.0,Historical Observations,2015.0,10.0,16.0,54.756,-163.97,United States,626 days
282110,Asosan,20935,Confirmed Eruption,Naka-dake,1.0,2014.0,1.0,13.0,Historical Observations,2014.0,2.0,19.0,32.884,131.104,Japan,37 days
263340,Raung,21069,Uncertain Eruption,NA,1.0,2014.0,1.0,4.0,Historical Observations,2014.0,1.0,4.0,-8.119,114.056,Indonesia,0 days
263250,Merapi,20842,Confirmed Eruption,NA,2.0,2013.0,11.0,18.0,Historical Observations,2013.0,11.0,18.0,-7.54,110.446,Indonesia,0 days
263090,Tangkuban Parahu,20987,Confirmed Eruption,NA,1.0,2013.0,10.0,5.0,Historical Observations,2013.0,10.0,5.0,-6.77,107.6,Indonesia,0 days
221020,Zubair Group,21068,Confirmed Eruption,Jadid Island,2.0,2013.0,9.0,28.0,Historical Observations,2013.0,11.0,20.0,15.05,42.18,Yemen,53 days
344040,Telica,22195,Confirmed Eruption,NA,1.0,2013.0,9.0,25.0,Historical Observations,2013.0,9.0,25.0,12.606,-86.84,Nicaragua,0 days
261080,Sinabung,20818,Confirmed Eruption,NA,4.0,2013.0,9.0,15.0,Historical Observations,2018.0,8.0,30.0,3.17,98.392,Indonesia,1810 days
211060,Etna,20841,Confirmed Eruption,New Southeast Crater (NSEC),2.0,2013.0,9.0,3.0,Historical Observations,2020.0,4.0,17.0,37.748,14.999,Italy,2418 days
264250,Iliwerung,20912,Confirmed Eruption,Hobal (submarine vent on SE flank),0.0,2013.0,8.0,20.0,Historical Observations,2013.0,8.0,20.0,-8.53,123.57,Indonesia,0 days
300260,Klyuchevskoy,20786,Confirmed Eruption,NA,1.0,2013.0,8.0,15.0,Historical Observations,2013.0,12.0,20.0,56.056,160.642,Russia,127 days
290200,Ketoi,20780,Uncertain Eruption,Pallas Peak,NA,2013.0,7.0,25.0,Historical Observations,2013.0,8.0,12.0,47.35,152.475,Russia,18 days
357120,Villarrica,20838,Confirmed Eruption,NA,1.0,2013.0,7.0,25.0,Historical Observations,2013.0,7.0,29.0,-39.42,-71.93,Chile,4 days
284090,Izu-Torishima,20828,Uncertain Eruption,NA,2.0,2013.0,7.0,6.0,Historical Observations,2013.0,7.0,6.0,30.484,140.303,Japan,0 days
344020,San Cristobal,20817,Confirmed Eruption,NA,1.0,2013.0,6.0,7.0,Historical Observations,2013.0,6.0,7.0,12.702,-87.004,Nicaragua,0 days
282060,Kikai,20781,Confirmed Eruption,NA,1.0,2013.0,6.0,4.0,Historical Observations,2013.0,6.0,4.0,30.793,130.305,Japan,0 days
263300,Semeru,22220,Confirmed Eruption,Jonggring Seloko,1.0,2013.0,6.0,4.0,Historical Observations,2013.0,11.0,29.0,-8.108,112.922,Indonesia,178 days
261170,Kerinci,22216,Confirmed Eruption,NA,2.0,2013.0,6.0,2.0,Historical Observations,2013.0,6.0,2.0,-1.697,101.264,Indonesia,0 days
345070,Turrialba,20831,Confirmed Eruption,West Crater,2.0,2013.0,5.0,21.0,Historical Observations,2013.0,6.0,4.0,10.025,-83.767,Costa Rica,14 days
312030,Pavlof,20807,Confirmed Eruption,Summit,3.0,2013.0,5.0,13.0,Historical Observations,2013.0,6.0,26.0,55.417,-161.894,United States,44 days
344100,Masaya,22291,Uncertain Eruption,NA,0.0,2013.0,5.0,11.0,Historical Observations,2013.0,5.0,26.0,11.985,-86.165,Nicaragua,15 days
355100,Lascar,20789,Confirmed Eruption,NA,1.0,2013.0,4.0,2.0,Historical Observations,2013.0,11.0,20.0,-23.37,-67.73,Chile,232 days
342110,Pacaya,20802,Confirmed Eruption,MacKenney Crater,2.0,2013.0,3.0,5.0,Historical Observations,2014.0,4.0,10.0,14.382,-90.601,Guatemala,401 days
263090,Tangkuban Parahu,20822,Confirmed Eruption,Ratu Crater,2.0,2013.0,2.0,21.0,Historical Observations,2013.0,3.0,6.0,-6.77,107.6,Indonesia,13 days
290070,Etorofu-Yakeyama [Grozny Group],20762,Confirmed Eruption,Etorofu-Yake-yama / Ivan Grozny,2.0,2013.0,2.0,16.0,Historical Observations,2013.0,4.0,4.0,45.012,147.871,Japan - administered by Russia,47 days
251030,Karkar,20779,Confirmed Eruption,NA,3.0,2013.0,1.0,29.0,Historical Observations,2013.0,2.0,26.0,-4.649,145.964,Papua New Guinea,28 days
352090,Sangay,22235,Confirmed Eruption,NA,2.0,2013.0,1.0,25.0,Historical Observations,2013.0,5.0,24.0,-2.005,-78.341,Ecuador,119 days
268040,Gamkonora,20915,Uncertain Eruption,NA,1.0,2013.0,1.0,23.0,Historical Observations,2013.0,5.0,27.0,1.38,127.53,Indonesia,124 days
252140,Rabaul,20811,Confirmed Eruption,Tavurvur,2.0,2013.0,1.0,19.0,Historical Observations,2014.0,3.0,11.0,-4.271,152.203,Papua New Guinea,416 days
341040,Colima,20759,Confirmed Eruption,Summit crater,2.0,2013.0,1.0,6.0,Historical Observations,2017.0,3.0,7.0,19.514,-103.62,Mexico,1521 days
344020,San Cristobal,20816,Confirmed Eruption,NA,2.0,2012.0,12.0,26.0,Historical Observations,2012.0,12.0,28.0,12.702,-87.004,Nicaragua,2 days
357090,Copahue,20760,Confirmed Eruption,Agrio Crater,2.0,2012.0,12.0,22.0,Historical Observations,2013.0,12.0,10.0,-37.856,-71.183,Chile-Argentina,353 days
252010,Langila,20788,Confirmed Eruption,NA,1.0,2012.0,12.0,1.0,Historical Observations,2012.0,12.0,5.0,-5.525,148.42,Papua New Guinea,4 days
300240,Tolbachik,20825,Confirmed Eruption,Tolbachinsky Dol,4.0,2012.0,11.0,27.0,Historical Observations,2013.0,9.0,5.0,55.832,160.326,Russia,282 days
241080,Tongariro,20827,Confirmed Eruption,Upper Te Maari Craters,2.0,2012.0,11.0,21.0,Historical Observations,2012.0,11.0,21.0,-39.157,175.632,New Zealand,0 days
357120,Villarrica,20837,Uncertain Eruption,NA,1.0,2012.0,11.0,14.0,Historical Observations,2012.0,11.0,14.0,-39.42,-71.93,Chile,0 days
290150,Chirpoi,20756,Confirmed Eruption,Snow,0.0,2012.0,11.0,11.0,Historical Observations,2016.0,10.0,18.0,46.532,150.871,Russia,1437 days
284170,Pagan,20804,Confirmed Eruption,North Pagan,2.0,2012.0,10.0,30.0,Historical Observations,2012.0,12.0,11.0,18.13,145.8,United States,42 days
345020,Rincon de la Vieja,22161,Confirmed Eruption,Crater lake,1.0,2012.0,10.0,17.0,Historical Observations,2012.0,10.0,17.0,10.83,-85.324,Costa Rica,0 days
264150,Paluweh,20806,Confirmed Eruption,Rokatenda,2.0,2012.0,10.0,8.0,Historical Observations,2013.0,10.0,31.0,-8.32,121.708,Indonesia,388 days
290390,Alaid,20750,Confirmed Eruption,Summit crater,2.0,2012.0,10.0,5.0,Historical Observations,2012.0,12.0,12.0,50.861,155.565,Russia,68 days
261140,Marapi,20797,Confirmed Eruption,NA,1.0,2012.0,9.0,26.0,Historical Observations,2012.0,9.0,26.0,-0.38,100.474,Indonesia,0 days
268060,Gamalama,20766,Confirmed Eruption,Summit crater,1.0,2012.0,9.0,15.0,Historical Observations,2012.0,9.0,17.0,0.8,127.33,Indonesia,2 days
266100,Lokon-Empung,20794,Confirmed Eruption,Tompaluan,2.0,2012.0,9.0,15.0,Historical Observations,2013.0,9.0,9.0,1.358,124.792,Indonesia,359 days
344020,San Cristobal,20815,Confirmed Eruption,NA,2.0,2012.0,9.0,8.0,Historical Observations,2012.0,9.0,15.0,12.702,-87.004,Nicaragua,7 days
234010,Heard,20768,Confirmed Eruption,Mawson Peak,0.0,2012.0,9.0,5.0,Historical Observations,2020.0,4.0,10.0,-53.106,73.513,Australia,2774 days
300260,Klyuchevskoy,20785,Confirmed Eruption,NA,1.0,2012.0,9.0,1.0,Historical Observations,2013.0,1.0,28.0,56.056,160.642,Russia,149 days
266030,Soputan,20821,Confirmed Eruption,NA,3.0,2012.0,8.0,26.0,Historical Observations,2012.0,9.0,19.0,1.112,124.737,Indonesia,24 days
290070,Etorofu-Yakeyama [Grozny Group],20761,Confirmed Eruption,Etorofu-Yake-yama / Ivan Grozny,2.0,2012.0,8.0,16.0,Historical Observations,2012.0,8.0,25.0,45.012,147.871,Japan - administered by Russia,9 days
241040,Whakaari/White Island,20839,Confirmed Eruption,1978/90 Crater Complex,2.0,2012.0,8.0,7.0,Historical Observations,2013.0,10.0,11.0,-37.52,177.18,New Zealand,430 days
241080,Tongariro,20826,Confirmed Eruption,Upper Te Maari Craters,2.0,2012.0,8.0,6.0,Historical Observations,2012.0,8.0,7.0,-39.157,175.632,New Zealand,1 days
351080,Galeras,20764,Confirmed Eruption,Summit crater,2.0,2012.0,5.0,13.0,Historical Observations,2014.0,1.0,30.0,1.22,-77.37,Colombia,627 days
264270,Sirung,20819,Confirmed Eruption,NA,2.0,2012.0,5.0,8.0,Historical Observations,2012.0,5.0,12.0,-8.508,124.13,Indonesia,4 days
252080,Witori,20805,Confirmed Eruption,Pago,2.0,2012.0,5.0,3.0,Historical Observations,2012.0,7.0,11.0,-5.576,150.516,Papua New Guinea,69 days
344100,Masaya,22143,Confirmed Eruption,Santiago Crater,1.0,2012.0,4.0,30.0,Historical Observations,2012.0,6.0,8.0,11.985,-86.165,Nicaragua,39 days
261140,Marapi,20796,Confirmed Eruption,NA,1.0,2012.0,3.0,1.0,Historical Observations,2012.0,5.0,18.0,-0.38,100.474,Indonesia,78 days
351020,"Ruiz, Nevado del",20814,Confirmed Eruption,Arenas Crater,3.0,2012.0,2.0,22.0,Historical Observations,2013.0,7.0,12.0,4.892,-75.324,Colombia,506 days
345020,Rincon de la Vieja,20813,Confirmed Eruption,Crater lake,1.0,2012.0,2.0,19.0,Historical Observations,2012.0,4.0,14.0,10.83,-85.324,Costa Rica,55 days
311110,Kanaga,20774,Confirmed Eruption,NA,2.0,2012.0,2.0,18.0,Historical Observations,2012.0,2.0,18.0,51.923,-177.168,United States,0 days
284120,Ioto,20772,Confirmed Eruption,Asodai,1.0,2012.0,2.0,10.0,Historical Observations,2012.0,5.0,2.0,24.751,141.289,Japan,82 days
251030,Karkar,20778,Confirmed Eruption,NA,3.0,2012.0,2.0,1.0,Historical Observations,2012.0,2.0,1.0,-4.649,145.964,Papua New Guinea,0 days
345070,Turrialba,20830,Confirmed Eruption,West Crater (SE flank),2.0,2012.0,1.0,12.0,Historical Observations,2012.0,1.0,18.0,10.025,-83.767,Costa Rica,6 days
357091,Callaqui,20755,Uncertain Eruption,NA,NA,2012.0,1.0,2.0,Historical Observations,2012.0,1.0,2.0,-37.92,-71.45,Chile,0 days
221020,Zubair Group,20840,Confirmed Eruption,Sholan Island,2.0,2011.0,12.0,18.0,Historical Observations,2012.0,1.0,12.0,15.05,42.18,Yemen,25 days
261170,Kerinci,22217,Confirmed Eruption,NA,1.0,2011.0,12.0,15.0,Historical Observations,2011.0,12.0,15.0,-1.697,101.264,Indonesia,0 days
268060,Gamalama,20765,Confirmed Eruption,NA,2.0,2011.0,12.0,5.0,Historical Observations,2011.0,12.0,23.0,0.8,127.33,Indonesia,18 days
223020,Nyamuragira,20801,Confirmed Eruption,NW flank,2.0,2011.0,11.0,6.0,Historical Observations,2012.0,3.0,16.0,-1.408,29.2,DR Congo,131 days
300260,Klyuchevskoy,20784,Uncertain Eruption,NA,NA,2011.0,11.0,2.0,Historical Observations,2011.0,11.0,2.0,56.056,160.642,Russia,0 days
358057,"Hudson, Cerro",20770,Confirmed Eruption,S and SE edge of the caldera,2.0,2011.0,10.0,26.0,Historical Observations,2011.0,11.0,1.0,-45.9,-72.97,Chile,6 days
383020,Hierro,20769,Confirmed Eruption,Submarine S flank,2.0,2011.0,10.0,10.0,Historical Observations,2012.0,3.0,5.0,27.73,-18.03,Spain,147 days
257020,Gaua,20938,Confirmed Eruption,Mt. Garat,1.0,2011.0,9.0,17.0,Historical Observations,2011.0,10.0,10.0,-14.27,167.5,Vanuatu,23 days
345020,Rincon de la Vieja,20812,Confirmed Eruption,Crater lake,1.0,2011.0,8.0,22.0,Historical Observations,2011.0,9.0,27.0,10.83,-85.324,Costa Rica,36 days
344020,San Cristobal,10898,Confirmed Eruption,NA,1.0,2011.0,8.0,21.0,Historical Observations,2011.0,10.0,23.0,12.702,-87.004,Nicaragua,63 days
261140,Marapi,20795,Confirmed Eruption,NA,2.0,2011.0,8.0,3.0,Historical Observations,2011.0,10.0,12.0,-0.38,100.474,Indonesia,70 days
262000,Krakatau,20787,Confirmed Eruption,Anak Krakatau,2.0,2011.0,7.0,31.0,Historical Observations,2012.0,9.0,9.0,-6.102,105.423,Indonesia,406 days
266030,Soputan,20820,Confirmed Eruption,NA,3.0,2011.0,7.0,3.0,Historical Observations,2011.0,8.0,15.0,1.112,124.737,Indonesia,43 days
266100,Lokon-Empung,20793,Confirmed Eruption,Tompaluan,2.0,2011.0,6.0,26.0,Historical Observations,2012.0,5.0,1.0,1.358,124.792,Indonesia,310 days
222120,"Lengai, Ol Doinyo",20790,Confirmed Eruption,North Crater,0.0,2011.0,6.0,22.0,Historical Observations,2014.0,7.0,15.0,-2.764,35.914,Tanzania,1119 days
352090,Sangay,22234,Confirmed Eruption,NA,2.0,2011.0,6.0,6.0,Historical Observations,2012.0,9.0,19.0,-2.005,-78.341,Ecuador,471 days
357150,Puyehue-Cordon Caulle,20809,Confirmed Eruption,"Cordón Caulle, N of the 1960 eruption fissure",5.0,2011.0,6.0,4.0,Historical Observations,2012.0,4.0,21.0,-40.59,-72.117,Chile,322 days
257030,Ambae,20752,Confirmed Eruption,Lake Manaro,1.0,2011.0,6.0,4.0,Historical Observations,2011.0,7.0,10.0,-15.389,167.835,Vanuatu,36 days
373010,Grimsvotn,20767,Confirmed Eruption,SW part of the caldera,4.0,2011.0,5.0,21.0,Historical Observations,2011.0,5.0,28.0,64.416,-17.316,Iceland,7 days
282110,Asosan,20753,Confirmed Eruption,Naka-dake,1.0,2011.0,5.0,15.0,Historical Observations,2011.0,6.0,9.0,32.884,131.104,Japan,25 days
263300,Semeru,22219,Confirmed Eruption,Jonggring Seloko,2.0,2011.0,5.0,13.0,Historical Observations,2012.0,7.0,20.0,-8.108,112.922,Indonesia,434 days
284170,Pagan,20803,Confirmed Eruption,North Pagan,2.0,2011.0,4.0,23.0,Historical Observations,2011.0,9.0,1.0,18.13,145.8,United States,131 days
331021,Axial Seamount,20921,Confirmed Eruption,E caldera rim to 10 km S,0.0,2011.0,4.0,6.0,Historical Observations,2011.0,4.0,12.0,45.95,-130.0,Undersea Features,6 days
351080,Galeras,20763,Uncertain Eruption,Summit crater,NA,2011.0,3.0,31.0,Historical Observations,2011.0,4.0,1.0,1.22,-77.37,Colombia,1 days
300260,Klyuchevskoy,20783,Confirmed Eruption,NA,1.0,2011.0,3.0,30.0,Historical Observations,2011.0,7.0,3.0,56.056,160.642,Russia,95 days
252140,Rabaul,20810,Confirmed Eruption,Tavurvur,2.0,2011.0,3.0,29.0,Historical Observations,2011.0,8.0,12.0,-4.271,152.203,Papua New Guinea,136 days
344040,Telica,20823,Confirmed Eruption,NA,2.0,2011.0,3.0,7.0,Historical Observations,2011.0,6.0,14.0,12.606,-86.84,Nicaragua,99 days
266100,Lokon-Empung,20792,Confirmed Eruption,Tompaluan,1.0,2011.0,2.0,22.0,Historical Observations,2011.0,2.0,22.0,1.358,124.792,Indonesia,0 days
357040,Planchon-Peteroa,20808,Confirmed Eruption,Peteroa,3.0,2011.0,2.0,17.0,Historical Observations,2011.0,6.0,26.0,-35.223,-70.568,Chile,129 days
282090,Kirishimayama,20782,Confirmed Eruption,Shinmoe-dake,2.0,2011.0,1.0,19.0,Historical Observations,2011.0,9.0,7.0,31.934,130.862,Japan,231 days
345070,Turrialba,20829,Confirmed Eruption,NA,1.0,2011.0,1.0,14.0,Historical Observations,2011.0,1.0,14.0,10.025,-83.767,Costa Rica,0 days
263310,Tengger Caldera,16064,Confirmed Eruption,Bromo,3.0,2010.0,11.0,26.0,Historical Observations,2012.0,6.0,13.0,-7.942,112.95,Indonesia,565 days
273010,Bulusan,16772,Confirmed Eruption,Summit crater,2.0,2010.0,11.0,6.0,Historical Observations,2011.0,5.0,13.0,12.769,124.056,Philippines,188 days
263250,Merapi,15925,Confirmed Eruption,NA,4.0,2010.0,10.0,26.0,Historical Observations,2012.0,7.0,15.0,-7.54,110.446,Indonesia,628 days
262000,Krakatau,15634,Confirmed Eruption,Anak Krakatau,2.0,2010.0,10.0,25.0,Historical Observations,2011.0,3.0,9.0,-6.102,105.423,Indonesia,135 days
233020,"Fournaise, Piton de la",14392,Confirmed Eruption,2.5 km SE and 1 km NW of Dolomieu,1.0,2010.0,10.0,14.0,Historical Observations,2010.0,12.0,10.0,-21.244,55.708,France,57 days
290240,Sarychev Peak,18820,Uncertain Eruption,NA,2.0,2010.0,9.0,20.0,NA,2010.0,9.0,20.0,48.092,153.2,Russia,0 days
357040,Planchon-Peteroa,11947,Confirmed Eruption,Peteroa,2.0,2010.0,9.0,6.0,Historical Observations,2010.0,10.0,13.0,-35.223,-70.568,Chile,37 days
261080,Sinabung,15404,Confirmed Eruption,NA,2.0,2010.0,8.0,27.0,Historical Observations,2010.0,9.0,18.0,3.17,98.392,Indonesia,22 days
211060,Etna,13854,Confirmed Eruption,"Bocca Nuova, NE and SE Craters",1.0,2010.0,8.0,25.0,Historical Observations,2013.0,4.0,27.0,37.748,14.999,Italy,976 days
351080,Galeras,11381,Confirmed Eruption,NA,2.0,2010.0,8.0,25.0,Historical Observations,2010.0,8.0,25.0,1.22,-77.37,Colombia,0 days
251020,Manam,14935,Confirmed Eruption,"South Crater, Main Crater",2.0,2010.0,8.0,10.0,Historical Observations,2013.0,12.0,15.0,-4.08,145.037,Papua New Guinea,1223 days
345070,Turrialba,11248,Uncertain Eruption,NA,2.0,2010.0,7.0,24.0,NA,2010.0,8.0,15.0,10.025,-83.767,Costa Rica,22 days
252140,Rabaul,15101,Confirmed Eruption,Tavurvur,1.0,2010.0,7.0,23.0,Historical Observations,2010.0,7.0,25.0,-4.271,152.203,Papua New Guinea,2 days
290380,Ebeko,18879,Confirmed Eruption,NA,1.0,2010.0,7.0,2.0,Historical Observations,2010.0,7.0,9.0,50.686,156.014,Russia,7 days
284120,Ioto,18423,Uncertain Eruption,NA,1.0,2010.0,6.0,19.0,Historical Observations,2010.0,6.0,19.0,24.751,141.289,Japan,0 days
344020,San Cristobal,10897,Confirmed Eruption,NA,2.0,2010.0,6.0,9.0,Historical Observations,2011.0,1.0,13.0,12.702,-87.004,Nicaragua,218 days
300070,Gorely,19026,Confirmed Eruption,NA,1.0,2010.0,6.0,6.0,Historical Observations,2010.0,6.0,22.0,52.559,158.03,Russia,16 days
300250,Bezymianny,19388,Confirmed Eruption,NA,3.0,2010.0,5.0,21.0,Historical Observations,2020.0,4.0,17.0,55.972,160.595,Russia,3619 days
284170,Pagan,18524,Confirmed Eruption,North Pagan,1.0,2010.0,5.0,3.0,Historical Observations,2010.0,8.0,11.0,18.13,145.8,United States,100 days
284040,Miyakejima,18282,Confirmed Eruption,NA,1.0,2010.0,4.0,11.0,Historical Observations,2010.0,7.0,21.0,34.094,139.526,Japan,101 days
211060,Etna,13853,Confirmed Eruption,SE Crater,2.0,2010.0,4.0,8.0,Historical Observations,2010.0,4.0,8.0,37.748,14.999,Italy,0 days
282090,Kirishimayama,17165,Confirmed Eruption,Shinmoe-dake,1.0,2010.0,3.0,30.0,Historical Observations,2010.0,7.0,10.0,31.934,130.862,Japan,102 days
372020,Eyjafjallajokull,12563,Confirmed Eruption,ENE flank (Fimmvörduháls) and summit,4.0,2010.0,3.0,20.0,Historical Observations,2010.0,6.0,23.0,63.633,-19.633,Iceland,95 days
251030,Karkar,14951,Uncertain Eruption,NA,1.0,2010.0,2.0,25.0,NA,2010.0,2.0,26.0,-4.649,145.964,Papua New Guinea,1 days
263300,Semeru,22218,Confirmed Eruption,Jonggring Seloko,2.0,2010.0,1.0,5.0,Historical Observations,2010.0,11.0,29.0,-8.108,112.922,Indonesia,328 days
345070,Turrialba,11247,Confirmed Eruption,SW crater,2.0,2010.0,1.0,5.0,Historical Observations,2010.0,3.0,7.0,10.025,-83.767,Costa Rica,61 days
223020,Nyamuragira,14085,Confirmed Eruption,Summit caldera and SSE flank,1.0,2010.0,1.0,2.0,Historical Observations,2010.0,1.0,29.0,-1.408,29.2,DR Congo,27 days
300250,Bezymianny,19387,Confirmed Eruption,NA,3.0,2009.0,12.0,17.0,Historical Observations,2010.0,2.0,16.0,55.972,160.595,Russia,61 days
344120,Concepcion,11080,Confirmed Eruption,NA,1.0,2009.0,12.0,11.0,Historical Observations,2011.0,3.0,12.0,11.538,-85.622,Nicaragua,456 days
357120,Villarrica,12184,Confirmed Eruption,NA,1.0,2009.0,11.0,22.0,Historical Observations,2012.0,4.0,20.0,-39.42,-71.93,Chile,880 days
345040,Poas,11193,Confirmed Eruption,NA,1.0,2009.0,11.0,16.0,Historical Observations,2014.0,10.0,13.0,10.2,-84.233,Costa Rica,1792 days
282090,Kirishimayama,17164,Uncertain Eruption,Shinmoe-dake,1.0,2009.0,11.0,15.0,Historical Observations,2009.0,11.0,15.0,31.934,130.862,Japan,0 days
233020,"Fournaise, Piton de la",14391,Confirmed Eruption,Dolomieu crater and east flank,1.0,2009.0,11.0,5.0,Historical Observations,2010.0,1.0,12.0,-21.244,55.708,France,68 days
257020,Gaua,15231,Confirmed Eruption,Mt. Garat,2.0,2009.0,9.0,27.0,Historical Observations,2010.0,6.0,19.0,-14.27,167.5,Vanuatu,265 days
263200,Dieng Volcanic Complex,15793,Confirmed Eruption,Sileri Crater,1.0,2009.0,9.0,27.0,Historical Observations,2009.0,9.0,27.0,-7.2,109.879,Indonesia,0 days
252010,Langila,15003,Confirmed Eruption,Crater 2,2.0,2009.0,9.0,16.0,Historical Observations,2010.0,2.0,16.0,-5.525,148.42,Papua New Guinea,153 days
344020,San Cristobal,10896,Confirmed Eruption,NA,2.0,2009.0,9.0,6.0,Historical Observations,2009.0,12.0,26.0,12.702,-87.004,Nicaragua,111 days
290120,Kolokol Group,18776,Uncertain Eruption,Berg,2.0,2009.0,8.0,26.0,NA,NA,NA,NA,46.042,150.083,Russia,NA
300260,Klyuchevskoy,19485,Confirmed Eruption,NA,2.0,2009.0,8.0,1.0,Historical Observations,2010.0,12.0,20.0,56.056,160.642,Russia,506 days
221115,Manda Hararo,13944,Confirmed Eruption,NA,2.0,2009.0,6.0,28.0,Historical Observations,2009.0,7.0,1.0,12.17,40.82,Ethiopia,3 days
290240,Sarychev Peak,18819,Confirmed Eruption,NA,4.0,2009.0,6.0,11.0,Historical Observations,2009.0,7.0,16.0,48.092,153.2,Russia,35 days
264030,Rinjani,16227,Confirmed Eruption,NE flank of Gunung Barujari,2.0,2009.0,5.0,2.0,Historical Observations,2010.0,5.0,23.0,-8.42,116.47,Indonesia,386 days
264050,Sangeang Api,16253,Uncertain Eruption,NA,NA,2009.0,5.0,1.0,NA,2009.0,6.0,3.0,-8.2,119.07,Indonesia,33 days
251030,Karkar,14950,Uncertain Eruption,NA,NA,2009.0,5.0,1.0,NA,NA,NA,NA,-4.649,145.964,Papua New Guinea,NA
